#GENE	ACC	ID	NAME	Gs		Gi1		Gi2		GoA		GoB		Gz		G12		G13		Gq		G11		G14		G15		Barr1-GRK2		Barr2		Barr2-GRK2
HTR1A	P08908	5HT1A_VULVU	5-HT1A receptor	0.00 		0.90 		0.73 		0.78 		0.89 		0.74 		0.00 		0.00 		0.00 		0.00 		0.21 		1.00 		0.04 		0.09 		0.13 
HTR1B	P28222	5HT1B_VULVU	5-HT1B receptor	0.00 		0.51 		0.62 		0.61 		0.65 		1.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.32 		0.03 		0.05 		0.08 
HTR1D	P28221	5HT1D_RABIT	5-HT1D receptor	0.00 		0.50 		0.81 		1.00 		0.90 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 
HTR2A	P28223	5HT2A_PONPY	5-HT2A receptor	0.00 		0.12 		0.00 		0.00 		0.16 		0.60 		0.00 		0.00 		0.27 		0.18 		0.39 		1.00 		0.25 		0.33 		0.59 
HTR2B	P41595	5HT2B_PIG	5-HT2B receptor	0.00 		0.00 		0.00 		0.00 		0.52 		0.90 		0.00 		0.00 		0.96 		0.92 		1.00 		0.44 		0.23 		0.14 		0.53 
HTR2C	P28335	5HT2C_PANTR	5-HT2C receptor	0.00 		0.44 		0.38 		0.62 		1.00 		0.70 		0.47 		0.24 		0.00 		0.00 		0.00 		0.63 		0.55 		0.36 		0.39 
ADRA1A	P35348	ADA1A_RABIT	&alpha;1A-adrenoceptor	0.58 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.95 		0.90 		0.92 		1.00 		0.00 		0.00 		0.00 
ADRA2A	P08913	ADA2A_PIG	&alpha;2A-adrenoceptor	0.30 		1.00 		0.76 		0.69 		0.84 		0.35 		0.00 		0.08 		0.08 		0.04 		0.08 		0.87 		0.25 		0.27 		0.39 
ADRA2B	P18089	ADA2B_TALEU	&alpha;2B-adrenoceptor	0.00 		0.96 		0.66 		0.74 		1.00 		0.66 		0.00 		0.00 		0.00 		0.00 		0.00 		0.35 		0.07 		0.08 		0.28 
ADRA2C	P18825	ADA2C_HUMAN	&alpha;2C-adrenoceptor	0.00 		1.00 		0.68 		0.91 		0.89 		0.48 		0.00 		0.00 		0.00 		0.00 		0.00 		0.15 		0.06 		0.08 		0.17 
ADRB1	P08588	ADRB1_SHEEP	&beta;1-adrenoceptor	1.00 		0.00 		0.00 		0.18 		0.37 		0.51 		0.00 		0.00 		0.05 		0.00 		0.25 		0.78 		0.13 		0.17 		0.22 
ADRB2	P07550	ADRB2_TSCTR	&beta;2-adrenoceptor	1.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.86 		0.17 		0.32 		0.55 
ADORA1	P30542	AA1R_RABIT	A1 receptor	0.00 		0.18 		0.00 		0.72 		1.00 		0.64 		0.00 		0.00 		0.00 		0.00 		0.00 		0.70 		0.00 		0.24 		0.29 
ADORA2A	P29274	AA2AR_HUMAN	A2A receptor	1.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.30 		0.00 		0.00 		0.00 
ADORA2B	P29275	AA2BR_RABIT	A2B receptor	1.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.81 		0.00 		0.00 		0.00 
ADORA3	P0DMS8	AA3R_SHEEP	A3 receptor	0.00 		1.00 		0.81 		0.10 		0.08 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.10 		0.00 		0.00 		0.00 
CALCR	P30988-2	CALCR_RABIT	-	1.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.00 		0.35 		0.00 		0.00 		0.00 
